cycle,time_range,wind_ms,temp_air_c,temp_pv_c,irradiance_poa_wm2,p_431_mw,q_431_mvar,p_calc_irr_mw,p_meter_431_mw,dhd_mw,a0_mw,selected_mw,dev_dhd_pct,dev_a0_pct,p_setpoint_agc_mw,p_curtail_mw,evaluation,date,source_file,datetime,month,day,hour,minute,day_of_year,is_daytime,hour_float,hour_sin,hour_cos,doy_sin,doy_cos,irradiance_poa_wm2_lag1,irradiance_poa_wm2_lag2,temp_air_c_lag1,temp_pv_c_lag1,wind_ms_lag1,p_meter_431_mw_lag1
30,14:30 - 15:00,2.0,32.4,48.9,670.2,24.3,1.8,28.7,20.014,20.861,16.833,16.833,17.864355400696866,33.72372822299652,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 14:30:00,3,4,14,30,63,True,14.5,-0.6087614290087207,-0.7933533402912352,0.8837203473619977,0.4680153284438345,711.1,748.1,32.6,52.8,2.2,25.359
31,15:00 - 15:30,1.5,30.1,38.4,296.4,10.7,0.0,13.3,17.193,16.933,13.347,13.347,-43.866842105263125,-13.399323308270658,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 15:00:00,3,4,15,0,63,True,15.0,-0.7071067811865471,-0.7071067811865479,0.8837203473619977,0.4680153284438345,670.2,711.1,32.4,48.9,2.0,20.014
32,15:30 - 16:00,0.9,29.4,35.8,298.7,12.9,0.0,13.6,18.509,13.065,10.066,10.066,-8.5547794117647,16.363382352941176,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 15:30:00,3,4,15,30,63,True,15.5,-0.7933533402912349,-0.6087614290087209,0.8837203473619977,0.4680153284438345,296.4,670.2,30.1,38.4,1.5,17.193
33,16:00 - 16:30,1.0,29.3,35.7,277.4,11.8,0.0,12.6,4.3782,9.315,7.009,7.009,16.460714285714296,37.141507936507935,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 16:00:00,3,4,16,0,63,True,16.0,-0.8660254037844385,-0.5000000000000004,0.8837203473619977,0.4680153284438345,298.7,296.4,29.4,35.8,0.9,18.509
34,16:30 - 17:00,1.1,28.3,31.1,148.1,6.3,0.0,6.9,2.1197,5.809,4.291,4.291,,,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 16:30:00,3,4,16,30,63,True,16.5,-0.9238795325112868,-0.3826834323650895,0.8837203473619977,0.4680153284438345,277.4,298.7,29.3,35.7,1.0,4.3782
35,17:00 - 17:30,1.0,27.5,29.8,91.9,3.7,0.0,4.3,0.58884,2.98,2.182,2.182,,,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 17:00:00,3,4,17,0,63,True,17.0,-0.9659258262890683,-0.25881904510252063,0.8837203473619977,0.4680153284438345,148.1,277.4,28.3,31.1,1.1,2.1197
36,17:30 - 18:00,1.1,26.6,27.1,23.1,0.9,0.0,1.1,0.16384,0.662,0.522,0.522,,,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 17:30:00,3,4,17,30,63,True,17.5,-0.9914448613738104,-0.13052619222005163,0.8837203473619977,0.4680153284438345,91.9,148.1,27.5,29.8,1.0,0.58884
37,18:00 - 18:30,0.9,25.8,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 18:00:00,3,4,18,0,63,False,18.0,-1.0,-1.8369701987210297e-16,0.8837203473619977,0.4680153284438345,23.1,91.9,26.6,27.1,1.1,0.16384
38,18:30 - 19:00,0.5,25.1,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 18:30:00,3,4,18,30,63,False,18.5,-0.9914448613738105,0.13052619222005127,0.8837203473619977,0.4680153284438345,0.0,23.1,25.8,23.4,0.9,0.0
39,19:00 - 19:30,0.5,24.2,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 19:00:00,3,4,19,0,63,False,19.0,-0.9659258262890684,0.2588190451025203,0.8837203473619977,0.4680153284438345,0.0,0.0,25.1,21.8,0.5,0.0
40,19:30 - 20:00,0.6,23.6,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 19:30:00,3,4,19,30,63,False,19.5,-0.923879532511287,0.38268343236508917,0.8837203473619977,0.4680153284438345,0.0,0.0,24.2,21.3,0.5,0.0
41,20:00 - 20:30,0.8,23.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 20:00:00,3,4,20,0,63,False,20.0,-0.8660254037844386,0.5000000000000001,0.8837203473619977,0.4680153284438345,0.0,0.0,23.6,21.1,0.6,0.0
42,20:30 - 21:00,0.6,22.8,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 20:30:00,3,4,20,30,63,False,20.5,-0.7933533402912357,0.6087614290087199,0.8837203473619977,0.4680153284438345,0.0,0.0,23.2,20.0,0.8,0.0
43,21:00 - 21:30,0.6,22.5,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 21:00:00,3,4,21,0,63,False,21.0,-0.7071067811865477,0.7071067811865474,0.8837203473619977,0.4680153284438345,0.0,0.0,22.8,20.7,0.6,0.0
44,21:30 - 22:00,0.7,22.4,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 21:30:00,3,4,21,30,63,False,21.5,-0.608761429008721,0.7933533402912349,0.8837203473619977,0.4680153284438345,0.0,0.0,22.5,20.3,0.6,0.0
45,22:00 - 22:30,0.6,22.2,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 22:00:00,3,4,22,0,63,False,22.0,-0.5000000000000004,0.8660254037844384,0.8837203473619977,0.4680153284438345,0.0,0.0,22.4,20.1,0.7,0.0
46,22:30 - 23:00,0.5,22.4,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 22:30:00,3,4,22,30,63,False,22.5,-0.38268343236508956,0.9238795325112868,0.8837203473619977,0.4680153284438345,0.0,0.0,22.2,19.9,0.6,0.0
47,23:00 - 23:30,0.6,22.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 23:00:00,3,4,23,0,63,False,23.0,-0.25881904510252157,0.9659258262890681,0.8837203473619977,0.4680153284438345,0.0,0.0,22.4,20.1,0.5,0.0
48,23:30 - 00:00,0.8,22.1,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-04,Bao cao ngay DHD 04-03-2025.xlsx,2025-03-04 23:30:00,3,4,23,30,63,False,23.5,-0.13052619222005168,0.9914448613738104,0.8837203473619977,0.4680153284438345,0.0,0.0,22.1,19.9,0.6,0.0
1,00:00 - 00:30,0.5,24.7,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 00:00:00,3,5,0,0,64,False,0.0,0.0,1.0,0.8916401947968874,0.45274469960737107,0.0,0.0,22.1,19.8,0.8,0.0
2,00:30 - 01:00,0.5,24.7,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 00:30:00,3,5,0,30,64,False,0.5,0.13052619222005157,0.9914448613738104,0.8916401947968874,0.45274469960737107,0.0,0.0,24.7,24.2,0.5,0.0
3,01:00 - 01:30,0.4,24.8,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 01:00:00,3,5,1,0,64,False,1.0,0.25881904510252074,0.9659258262890683,0.8916401947968874,0.45274469960737107,0.0,0.0,24.7,24.4,0.5,0.0
4,01:30 - 02:00,0.3,24.8,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 01:30:00,3,5,1,30,64,False,1.5,0.3826834323650898,0.9238795325112867,0.8916401947968874,0.45274469960737107,0.0,0.0,24.8,24.5,0.4,0.0
5,02:00 - 02:30,0.5,24.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 02:00:00,3,5,2,0,64,False,2.0,0.49999999999999994,0.8660254037844387,0.8916401947968874,0.45274469960737107,0.0,0.0,24.8,24.4,0.3,0.0
6,02:30 - 03:00,0.7,24.5,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 02:30:00,3,5,2,30,64,False,2.5,0.6087614290087207,0.7933533402912352,0.8916401947968874,0.45274469960737107,0.0,0.0,24.7,24.0,0.5,0.0
7,03:00 - 03:30,0.3,24.6,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 03:00:00,3,5,3,0,64,False,3.0,0.7071067811865476,0.7071067811865476,0.8916401947968874,0.45274469960737107,0.0,0.0,24.5,23.7,0.7,0.0
8,03:30 - 04:00,0.5,24.7,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 03:30:00,3,5,3,30,64,False,3.5,0.7933533402912352,0.6087614290087207,0.8916401947968874,0.45274469960737107,0.0,0.0,24.6,23.9,0.3,0.0
9,04:00 - 04:30,0.7,24.7,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 04:00:00,3,5,4,0,64,False,4.0,0.8660254037844386,0.5000000000000001,0.8916401947968874,0.45274469960737107,0.0,0.0,24.7,23.8,0.5,0.0
10,04:30 - 05:00,0.7,24.5,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 04:30:00,3,5,4,30,64,False,4.5,0.9238795325112867,0.38268343236508984,0.8916401947968874,0.45274469960737107,0.0,0.0,24.7,23.8,0.7,0.0
11,05:00 - 05:30,0.4,24.3,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 05:00:00,3,5,5,0,64,False,5.0,0.9659258262890683,0.25881904510252074,0.8916401947968874,0.45274469960737107,0.0,0.0,24.5,23.6,0.7,0.0
12,05:30 - 06:00,0.7,24.1,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 05:30:00,3,5,5,30,64,False,5.5,0.9914448613738104,0.1305261922200517,0.8916401947968874,0.45274469960737107,0.0,0.0,24.3,23.5,0.4,0.0
13,06:00 - 06:30,0.4,24.0,23.3,17.5,0.8,1.4,0.8,0.47104,0.04,0.245,0.245,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 06:00:00,3,5,6,0,64,False,6.0,1.0,6.123233995736766e-17,0.8916401947968874,0.45274469960737107,0.0,0.0,24.1,23.2,0.7,0.0
14,06:30 - 07:00,0.6,24.8,24.8,82.5,3.2,3.7,3.9,2.9747,2.8,2.397,2.397,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 06:30:00,3,5,6,30,64,True,6.5,0.9914448613738104,-0.1305261922200516,0.8916401947968874,0.45274469960737107,17.5,0.0,24.0,23.3,0.4,0.47104
15,07:00 - 07:30,0.5,26.2,28.7,177.1,7.1,8.0,8.3,7.014399999999999,5.5,5.993,5.993,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 07:00:00,3,5,7,0,64,True,7.0,0.9659258262890683,-0.25881904510252063,0.8916401947968874,0.45274469960737107,82.5,17.5,24.8,24.8,0.6,2.9747
16,07:30 - 08:00,0.3,28.2,34.2,290.7,12.0,7.1,13.3,12.052,10.76,10.549,10.549,8.580451127819558,10.37315789473686,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 07:30:00,3,5,7,30,64,True,7.5,0.9238795325112868,-0.3826834323650895,0.8916401947968874,0.45274469960737107,177.1,82.5,26.2,28.7,0.5,7.014399999999999
17,08:00 - 08:30,0.7,29.6,39.9,404.1,17.0,3.8,18.0,16.963,15.84,15.069,15.069,0.5600000000000173,5.400166666666667,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 08:00:00,3,5,8,0,64,True,8.0,0.8660254037844387,-0.4999999999999998,0.8916401947968874,0.45274469960737107,290.7,177.1,28.2,34.2,0.3,12.052
18,08:30 - 09:00,0.8,30.9,44.8,525.8,21.4,2.7,23.0,21.437,20.38,19.214,19.214,-0.12782608695650186,5.60078260869567,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 08:30:00,3,5,8,30,64,True,8.5,0.7933533402912352,-0.6087614290087207,0.8916401947968874,0.45274469960737107,404.1,290.7,29.6,39.9,0.7,16.963
19,09:00 - 09:30,1.2,30.3,48.7,619.1,24.2,4.0,26.6,24.3,24.3,22.565,22.565,-3.22932330827067,4.141165413533846,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 09:00:00,3,5,9,0,64,True,9.0,0.7071067811865476,-0.7071067811865475,0.8916401947968874,0.45274469960737107,525.8,404.1,30.9,44.8,0.8,21.437
20,09:30 - 10:00,1.3,30.6,49.6,690.0,23.2,2.1,29.5,23.214,27.58,25.185,25.185,-5.645423728813541,3.52864406779663,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 09:30:00,3,5,9,30,64,True,9.5,0.6087614290087209,-0.793353340291235,0.8916401947968874,0.45274469960737107,619.1,525.8,30.3,48.7,1.2,24.3
21,10:00 - 10:30,1.6,31.5,51.5,683.9,23.9,2.9,29.0,24.099,29.19,27.382,27.382,-13.740344827586195,-6.695379310344824,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 10:00:00,3,5,10,0,64,True,10.0,0.49999999999999994,-0.8660254037844387,0.8916401947968874,0.45274469960737107,690.0,619.1,30.6,49.6,1.3,23.214
22,10:30 - 11:00,1.6,32.0,54.6,917.2,32.5,3.5,38.3,32.369,31.16,29.291,29.291,8.065796344647516,13.580078328981717,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 10:30:00,3,5,10,30,64,True,10.5,0.3826834323650899,-0.9238795325112867,0.8916401947968874,0.45274469960737107,683.9,690.0,31.5,51.5,1.6,24.099
23,11:00 - 11:30,1.7,32.6,59.0,949.2,35.3,1.6,38.8,35.43,32.48,30.491,30.491,5.406185567010327,11.198891752577328,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 11:00:00,3,5,11,0,64,True,11.0,0.258819045102521,-0.9659258262890682,0.8916401947968874,0.45274469960737107,917.2,683.9,32.0,54.6,1.6,32.369
24,11:30 - 12:00,1.5,33.2,60.3,848.4,30.6,0.0,34.5,31.007,32.2,31.011,31.011,-5.466666666666675,-1.5722608695652056,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 11:30:00,3,5,11,30,64,True,11.5,0.130526192220052,-0.9914448613738104,0.8916401947968874,0.45274469960737107,949.2,917.2,32.6,59.0,1.7,35.43
25,12:00 - 12:30,1.3,32.9,51.5,751.6,25.2,0.0,31.8,24.725,32.31,30.926,30.926,-14.812264150943397,-9.894276729559738,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 12:00:00,3,5,12,0,64,True,12.0,1.2246467991473532e-16,-1.0,0.8916401947968874,0.45274469960737107,848.4,949.2,33.2,60.3,1.5,31.007
26,12:30 - 13:00,1.1,33.5,59.4,929.3,33.6,2.3,37.9,33.766,32.84,30.248,30.248,2.0865435356200455,9.814670184696574,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 12:30:00,3,5,12,30,64,True,12.5,-0.13052619222005177,-0.9914448613738104,0.8916401947968874,0.45274469960737107,751.6,848.4,32.9,51.5,1.3,24.725
27,13:00 - 13:30,1.2,33.4,54.3,696.3,26.4,11.4,29.1,26.552,30.77,28.799,28.799,-19.4848797250859,-11.831168384879698,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 13:00:00,3,5,13,0,64,True,13.0,-0.2588190451025208,-0.9659258262890683,0.8916401947968874,0.45274469960737107,929.3,751.6,33.5,59.4,1.1,33.766
28,13:30 - 14:00,1.3,34.2,56.0,864.8,30.0,10.4,35.9,30.178,28.11,26.473,26.473,11.520055710306416,16.672729805013933,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 13:30:00,3,5,13,30,64,True,13.5,-0.38268343236508967,-0.9238795325112868,0.8916401947968874,0.45274469960737107,696.3,929.3,33.4,54.3,1.2,26.552
29,14:00 - 14:30,1.3,33.2,51.6,516.9,21.6,9.2,21.9,21.78,26.79,23.544,23.544,-38.23150684931507,-21.48273972602739,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 14:00:00,3,5,14,0,64,True,14.0,-0.4999999999999997,-0.8660254037844388,0.8916401947968874,0.45274469960737107,864.8,696.3,34.2,56.0,1.3,30.178
30,14:30 - 15:00,1.2,33.6,50.0,524.6,19.0,7.1,22.4,19.436,22.79,19.919,19.919,-14.967410714285709,-0.48424107142857375,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 14:30:00,3,5,14,30,64,True,14.5,-0.6087614290087207,-0.7933533402912352,0.8916401947968874,0.45274469960737107,516.9,864.8,33.2,51.6,1.3,21.78
31,15:00 - 15:30,2.1,31.3,37.0,291.8,9.1,4.6,9.9,9.052299999999999,20.12,16.091,16.091,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 15:00:00,3,5,15,0,64,True,15.0,-0.7071067811865471,-0.7071067811865479,0.8916401947968874,0.45274469960737107,524.6,516.9,33.6,50.0,1.2,19.436
32,15:30 - 16:00,1.5,31.0,37.1,210.8,10.6,4.1,9.5,10.685,15.83,12.269,12.269,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 15:30:00,3,5,15,30,64,True,15.5,-0.7933533402912349,-0.6087614290087209,0.8916401947968874,0.45274469960737107,291.8,524.6,31.3,37.0,2.1,9.052299999999999
33,16:00 - 16:30,1.4,30.1,32.5,119.8,4.6,3.6,5.5,4.5419,10.01,8.785,8.785,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 16:00:00,3,5,16,0,64,True,16.0,-0.8660254037844385,-0.5000000000000004,0.8916401947968874,0.45274469960737107,210.8,291.8,31.0,37.1,1.5,10.685
34,16:30 - 17:00,0.9,29.5,31.8,94.2,3.9,0.4,4.4,3.9781999999999997,6.89,5.594,5.594,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 16:30:00,3,5,16,30,64,True,16.5,-0.9238795325112868,-0.3826834323650895,0.8916401947968874,0.45274469960737107,119.8,210.8,30.1,32.5,1.4,4.5419
35,17:00 - 17:30,1.0,28.8,29.7,35.4,1.2,0.0,1.7,1.3517000000000001,3.97,3.005,3.005,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 17:00:00,3,5,17,0,64,True,17.0,-0.9659258262890683,-0.25881904510252063,0.8916401947968874,0.45274469960737107,94.2,119.8,29.5,31.8,0.9,3.9781999999999997
36,17:30 - 18:00,1.0,27.9,27.8,15.0,0.4,0.0,0.0,0.44548000000000004,1.16,1.112,1.112,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 17:30:00,3,5,17,30,64,False,17.5,-0.9914448613738104,-0.13052619222005163,0.8916401947968874,0.45274469960737107,35.4,94.2,28.8,29.7,1.0,1.3517000000000001
37,18:00 - 18:30,1.0,27.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 18:00:00,3,5,18,0,64,False,18.0,-1.0,-1.8369701987210297e-16,0.8916401947968874,0.45274469960737107,15.0,35.4,27.9,27.8,1.0,0.44548000000000004
38,18:30 - 19:00,0.7,26.5,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 18:30:00,3,5,18,30,64,False,18.5,-0.9914448613738105,0.13052619222005127,0.8916401947968874,0.45274469960737107,0.0,15.0,27.0,25.5,1.0,0.0
39,19:00 - 19:30,0.6,26.4,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 19:00:00,3,5,19,0,64,False,19.0,-0.9659258262890684,0.2588190451025203,0.8916401947968874,0.45274469960737107,0.0,0.0,26.5,24.6,0.7,0.0
40,19:30 - 20:00,0.7,25.9,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 19:30:00,3,5,19,30,64,False,19.5,-0.923879532511287,0.38268343236508917,0.8916401947968874,0.45274469960737107,0.0,0.0,26.4,24.1,0.6,0.0
41,20:00 - 20:30,0.9,25.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 20:00:00,3,5,20,0,64,False,20.0,-0.8660254037844386,0.5000000000000001,0.8916401947968874,0.45274469960737107,0.0,0.0,25.9,23.9,0.7,0.0
42,20:30 - 21:00,0.6,25.7,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 20:30:00,3,5,20,30,64,False,20.5,-0.7933533402912357,0.6087614290087199,0.8916401947968874,0.45274469960737107,0.0,0.0,25.7,25.0,0.9,0.0
43,21:00 - 21:30,0.4,25.8,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 21:00:00,3,5,21,0,64,False,21.0,-0.7071067811865477,0.7071067811865474,0.8916401947968874,0.45274469960737107,0.0,0.0,25.7,25.2,0.6,0.0
44,21:30 - 22:00,0.4,25.9,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 21:30:00,3,5,21,30,64,False,21.5,-0.608761429008721,0.7933533402912349,0.8916401947968874,0.45274469960737107,0.0,0.0,25.8,25.3,0.4,0.0
45,22:00 - 22:30,0.6,26.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 22:00:00,3,5,22,0,64,False,22.0,-0.5000000000000004,0.8660254037844384,0.8916401947968874,0.45274469960737107,0.0,0.0,25.9,25.4,0.4,0.0
46,22:30 - 23:00,0.6,25.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 22:30:00,3,5,22,30,64,False,22.5,-0.38268343236508956,0.9238795325112868,0.8916401947968874,0.45274469960737107,0.0,0.0,26.0,25.4,0.6,0.0
47,23:00 - 23:30,0.7,25.3,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 23:00:00,3,5,23,0,64,False,23.0,-0.25881904510252157,0.9659258262890681,0.8916401947968874,0.45274469960737107,0.0,0.0,25.8,25.0,0.6,0.0
48,23:30 - 00:00,0.8,25.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-05,Bao cao ngay DHD 05-03-2025.xlsx,2025-03-05 23:30:00,3,5,23,30,64,False,23.5,-0.13052619222005168,0.9914448613738104,0.8916401947968874,0.45274469960737107,0.0,0.0,25.3,23.6,0.7,0.0
1,00:00 - 00:30,0.6,24.7,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-06,Bao cao ngay DHD 06-03-2025.xlsx,2025-03-06 00:00:00,3,6,0,0,65,False,0.0,0.0,1.0,0.8992961915530253,0.4373400963303323,0.0,0.0,25.0,23.4,0.8,0.0
2,00:30 - 01:00,0.4,24.6,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-06,Bao cao ngay DHD 06-03-2025.xlsx,2025-03-06 00:30:00,3,6,0,30,65,False,0.5,0.13052619222005157,0.9914448613738104,0.8992961915530253,0.4373400963303323,0.0,0.0,24.7,23.2,0.6,0.0
3,01:00 - 01:30,0.6,24.3,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-06,Bao cao ngay DHD 06-03-2025.xlsx,2025-03-06 01:00:00,3,6,1,0,65,False,1.0,0.25881904510252074,0.9659258262890683,0.8992961915530253,0.4373400963303323,0.0,0.0,24.6,23.1,0.4,0.0
4,01:30 - 02:00,5.0,24.1,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-06,Bao cao ngay DHD 06-03-2025.xlsx,2025-03-06 01:30:00,3,6,1,30,65,False,1.5,0.3826834323650898,0.9238795325112867,0.8992961915530253,0.4373400963303323,0.0,0.0,24.3,23.0,0.6,0.0
5,02:00 - 02:30,0.5,24.1,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-06,Bao cao ngay DHD 06-03-2025.xlsx,2025-03-06 02:00:00,3,6,2,0,65,False,2.0,0.49999999999999994,0.8660254037844387,0.8992961915530253,0.4373400963303323,0.0,0.0,24.1,22.8,5.0,0.0
6,02:30 - 03:00,0.9,23.9,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2025-03-06,Bao cao ngay DHD 06-03-2025.xlsx,2025-03-06 02:30:00,3,6,2,30,65,False,2.5,0.6087614290087207,0.7933533402912352,0.8992961915530253,0.4373400963303323,0.0,0.0,24.1,22.7,0.5,0.0
